institutionCode,collectionCode,datasetName,basisOfRecord,individualCount,occurrenceStatus,occurrenceRemarks,year,month,day,countryCode,stateProvince,county,locality,,,,,,,,identificationID,issue,mediaType,species,country
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,6,US,Illinois,Cook Co,Chicago, Sears,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,3,31,US,Illinois,Cook Co,Chicago, 800 N State,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,10,26,US,Illinois,Cook Co,Chicago, 311 S Wacker,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,11,7,US,Illinois,Cook Co,Chicago, 150 N Riverside,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,6,US,Illinois,Cook Co,Evanston, Northwestern University, Allen Center,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,13,US,Illinois,Cook Co,Chicago, 205 Michigan Plaza,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,11,US,Illinois,Cook Co,Chicago, 111 N Wabash,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,2,28,US,Illinois,Cook Co,Chicago, 360 E Randolph,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,18,US,Illinois,Cook Co,Chicago, 1625 N Clybourn,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,14,US,Illinois,Cook Co,Chicago,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,3,10,US,Illinois,Cook Co,Chicago, Franklin Center,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,11,US,Illinois,Cook Co,Chicago, 333 N Dearborn,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,16,US,Illinois,Cook Co,Chicago, 226 N Clinton,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,10,11,US,Illinois,Cook Co,Chicago, Daley Center,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,12,US,Illinois,Cook Co,Chicago, Dirksen,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,16,US,Illinois,Cook Co,Chicago, 225 W Randolph,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,10,20,US,Illinois,Cook Co,Chicago, 33 W Wacker,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,18,US,Illinois,Cook Co,Chicago, Prudential,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,12,US,Illinois,Cook Co,Chicago, 65 E Monroe,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,18,US,Illinois,Cook Co,Chicago, 328 S Jefferson,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,6,US,Illinois,Cook Co,Chicago, Clark and Division,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,10,20,US,Illinois,Cook Co,Chicago, 909 W North,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,6,US,Illinois,Cook Co,Chicago, 118 S Clinton,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,6,US,Illinois,Cook Co,Chicago, 200 N LaSalle,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,6,US,Illinois,Cook Co,Chicago, Daley Center,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,18,US,Illinois,Cook Co,Chicago, 2238 Seminary,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,13,US,Illinois,Cook Co,Chicago, 111 E Wacker,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,10,19,US,Illinois,Cook Co,Evanston, Northwestern Univ, Allen Center,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,18,US,Illinois,Cook Co,Chicago, 233 Michigan Plaza,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,17,US,Illinois,Cook Co,Chicago, Dirksen,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,10,18,US,Illinois,Cook Co,Chicago, 451 N LaSalle,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,30,US,Illinois,Cook Co,Chicago, 333 E Benton,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,3,8,US,Illinois,Cook Co,Chicago, Trump,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,30,US,Illinois,Cook Co,Chicago, 225 W Randolph,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,12,US,Illinois,Cook Co,Chicago, 11 E Grand,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,2,27,US,Illinois,Cook Co,Chicago, 1 S Dearborn,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,3,24,US,Illinois,Cook Co,Chicago, Board of Trade,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,12,US,Illinois,Cook Co,Chicago, 353 N Clark,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,10,17,US,Illinois,Cook Co,Chicago, 260 E Chestnut St,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,5,25,US,Illinois,Cook Co,Chicago, Fairmont Hotel,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,12,US,Illinois,Cook Co,Chicago, 345 N LaSalle,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,4,US,Illinois,Cook Co,Chicago, 360 E South Water,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,14,US,Illinois,Cook Co,Chicago, Kluczynski,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,9,US,Illinois,Cook Co,Chicago, 25 W Randolph,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,16,US,Illinois,Cook Co,Chicago, 343 Wacker,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,10,20,US,Illinois,Cook Co,Chicago, Dirksen,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,4,US,Illinois,Cook Co,Chicago, 111 E Wacker,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,12,US,Illinois,Cook Co,Chicago, 120 S Riverside,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,10,20,US,Illinois,Cook Co,Chicago, Fairmont Hotel,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,23,US,Illinois,Cook Co,Chicago,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,13,US,Illinois,Cook Co,Chicago, 205 W Wacker,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,12,US,Illinois,Cook Co,Chicago, 111 S Wacker,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,12,US,Illinois,Cook Co,Chicago, 120 S Riverside,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,6,US,Illinois,Cook Co,Chicago, Post Office,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,4,US,Illinois,Cook Co,Chicago, Art Institute,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,3,22,US,Illinois,Cook Co,Chicago, 550 W Adams,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,13,US,Illinois,Cook Co,Chicago, Board of Trade,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,18,US,Illinois,Cook Co,Chicago, 30 W Monroe,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,20,US,Illinois,Cook Co,Chicago, Post Office,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,12,US,Illinois,Cook Co,Chicago, 226 W Van Buren,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,3,27,US,Illinois,Cook Co,Chicago, 200 N LaSalle,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,6,US,Illinois,Cook Co,Chicago, 400 S Jefferson,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,10,24,US,Illinois,Cook Co,Chicago, 300 N LaSalle,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,17,US,Illinois,Cook Co,Chicago, 414 N Orleans,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,11,11,US,Illinois,Cook Co,Chicago, 59 E Van Buren,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,3,23,US,Illinois,Cook Co,Chicago, 360 E South Water,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,21,US,Illinois,Cook Co,Evanston, Northwestern Univ, Kellogg Global Hub,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,18,US,Illinois,DuPage Co,Downers Grove,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,11,11,US,Illinois,Cook Co,Chicago, O'Hare,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,5,US,Illinois,Cook Co,Chicago, Prudential,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,5,25,US,Illinois,Cook Co,Chicago, 550 W Van Buren,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,17,US,Illinois,Cook Co,Chicago, 840 N Michigan,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,11,10,US,Illinois,Cook Co,Chicago, 325 N LaSalle,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,17,US,Illinois,Cook Co,Evanston, Church and Chicago,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,17,US,Illinois,Cook Co,Chicago, 831 N State,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,16,US,Illinois,Cook Co,Chicago, 311 S Wacker,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,6,7,US,Illinois,Cook Co,Chicago, 1 S Wacker,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,3,8,US,Illinois,Cook Co,Chicago, 300 N LaSalle,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,10,11,US,Illinois,Cook Co,Chicago, Daley Center,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,11,10,US,Illinois,Cook Co,Chicago, 22 W Washington,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,18,US,Illinois,Cook Co,Chicago, 700 S Wells,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,24,US,Illinois,Cook Co,Chicago, 500 W Monroe,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,11,US,Illinois,Cook Co,Chicago, Presidential Towers,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,12,US,Illinois,Cook Co,Chicago, 567 W Lake,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,5,US,Illinois,Cook Co,Chicago, Lakeshore Athletic Club,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,14,US,Illinois,Cook Co,Chicago, Post Office,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,18,US,Illinois,Cook Co,Chicago, 233 Columbus Plaza,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,18,US,Illinois,Cook Co,Evanston, Northwestern Univ, Kellogg Global Hub,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,5,28,US,Illinois,Cook Co,Chicago, 217 N Jefferson,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,18,US,Illinois,Cook Co,Chicago, 444 W Lake,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,11,10,US,Illinois,Cook Co,Chicago, McCormick Place,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,17,US,Illinois,Cook Co,Chicago, 150 N Michigan,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,1,US,Illinois,Cook Co,Chicago, 550 W Washington,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,4,17,US,Illinois,Cook Co,Evanston, Northwestern Univ, Kellogg Global Hub,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,3,31,US,Illinois,Cook Co,Chicago, 141 W Jackson,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,10,15,US,Illinois,Cook Co,Chicago, 225 W Huron,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,11,4,US,Illinois,Cook Co,Chicago, 122 W Monroe,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,10,17,US,Illinois,Cook Co,Chicago, Rush St and Chestnut St,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2018,11,7,US,Illinois,Cook Co,Chicago, 540 W Madison,,,,,,,,,,Scolopax minor,
Nigerian Conservation Foundation (NCF),,Nigerian Conservation Foundation (NCF) Database of Birds from Nigeria,HUMAN_OBSERVATION,,PRESENT,,2018,2,10,NG,Lagos State,,Badagry Creek,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,NGA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,2018,6,22,US,Michigan,Washtenaw,Ann Arbor, Ellsworth Road near airport,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,2018,11,1,US,Michigan,Ottawa,Zeeland,,,,,,,,,RECORDED_DATE_MISMATCH,,Scolopax minor,USA
MSB,Bird specimens,MSB Bird Collection (Arctos),PRESERVED_SPECIMEN,1,PRESENT,,2018,12,31,US,New Mexico,Bernalillo County,Southwest Albuquerque: 2127 Paul Road SW,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,USA
naturgucker,naturgucker,naturgucker,HUMAN_OBSERVATION,,PRESENT,,2018,5,31,US,,,Magee Marsh,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
,Observations,"Observation.org, Nature data from around the World",HUMAN_OBSERVATION,1,PRESENT,,2018,11,22,US,New York,,United States - New York City - Manhattan (NY),,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_ROUNDED,,Scolopax minor,USA
,Bird sounds,Xeno-canto - Bird sounds from around the world,HUMAN_OBSERVATION,,PRESENT,,2018,4,4,US,Iowa,,Tama (near Burlington), Des Moines, Iowa,,,,,,,,Sound;StillImage,Scolopax minor,USA
,Bird sounds,Xeno-canto - Bird sounds from around the world,HUMAN_OBSERVATION,,PRESENT,,2018,5,8,US,Ohio,,Maumee Bay SP, Ohio,,,,,,,,,StillImage;Sound,Scolopax minor,USA
,Bird sounds,Xeno-canto - Bird sounds from around the world,HUMAN_OBSERVATION,,PRESENT,,2018,5,8,US,Ohio,,Maumee Bay SP, Ohio,,,,,,,,,Sound;StillImage,Scolopax minor,USA
,Bird sounds,Xeno-canto - Bird sounds from around the world,HUMAN_OBSERVATION,,PRESENT,,2018,5,8,US,Ohio,,Maumee Bay SP, Ohio,,,,,,,,,Sound;StillImage,Scolopax minor,USA
,Bird sounds,Xeno-canto - Bird sounds from around the world,HUMAN_OBSERVATION,,PRESENT,,2018,4,29,US,Wisconsin,,Madison, Dane County, Wisconsin,,,,,,,,Sound;StillImage,Scolopax minor,USA
,Bird sounds,Xeno-canto - Bird sounds from around the world,HUMAN_OBSERVATION,,PRESENT,,2018,4,4,US,Iowa,,Tama (near Burlington), Des Moines, Iowa,,,,,,,,Sound;StillImage,Scolopax minor,USA
,Bird sounds,Xeno-canto - Bird sounds from around the world,HUMAN_OBSERVATION,,PRESENT,,2018,4,4,US,Iowa,,Tama (near Burlington), Des Moines, Iowa,,,,,,,,Sound;StillImage,Scolopax minor,USA
,Bird sounds,Xeno-canto - Bird sounds from around the world,HUMAN_OBSERVATION,,PRESENT,,2018,5,8,US,Ohio,,Maumee Bay SP, Ohio,,,,,,,,,Sound;StillImage,Scolopax minor,USA
YPM,VZ,"Vertebrate Zoology Division - Ornithology, Yale Peabody Museum",PRESERVED_SPECIMEN,1,PRESENT,"ORN number 149754; body mass=119.7 g; male; adult; personal specimen number NA 58; gonads=testes 8 x 3 mm, 6 x 4 mm",2017,3,16,US,Connecticut,New Haven County,Intersection of Chestnut Hill Rd & Route 79,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,USA
YPM,VZ,"Vertebrate Zoology Division - Ornithology, Yale Peabody Museum",PRESERVED_SPECIMEN,1,PRESENT,"ORN number 150251; body mass=89.3 g; male; personal specimen number NA 78; gonads=testes 7 x 3, 9 x 3 mm",2017,3,16,US,Connecticut,New Haven County,Bayberry Rd,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,USA
YPM,VZ,"Vertebrate Zoology Division - Ornithology, Yale Peabody Museum",PRESERVED_SPECIMEN,1,PRESENT,ORN number 150018; body mass=187.2 g; female; adult; personal specimen number BLL 82; gonads=ovary 12 x 4 mm,2017,5,3,US,Connecticut,New London County,74 Selden Rd,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,USA
