month,day,year,time_observed_at,description,place_guess,latitude,longitude,positional_accuracy,place_county_name,place_state_name
4,2,2020,2020-04-02 14:09:55 UTC,Presumable window strike victim. Found on east side of library.,"Loyola University Chicago, Chicago, IL, US",42.00025556,-87.65608833,25,Cook,Illinois
4,6,2020,2020-04-06 12:26:00 UTC,,"Illinois, US",42.39842791,-88.8074691,4,Boone,Illinois
4,5,2020,2020-04-05 23:45:00 UTC,camera placed with permission from DPD,"Katz Park, DeKalb, IL, USA",41.95286126,-88.74857526,12,De Kalb,Illinois
4,9,2020,2020-04-09 04:27:00 UTC,camera placed with permission from DPD,"Katz Park, DeKalb, IL, USA",41.95286126,-88.74857526,12,De Kalb,Illinois
4,10,2020,2020-04-10 11:50:35 UTC,,"West Beverly, Chicago, IL, USA",41.70808889,-87.68471389,,Cook,Illinois
4,13,2020,2020-04-13 13:52:02 UTC,,"Markham, IL, USA",41.61214949,-87.68118458,9,Cook,Illinois
4,15,2020,2020-04-15 08:51:07 UTC,,"Kane County, US-IL, US",41.80264167,-88.35556167,4,Kane,Illinois
4,19,2020,2020-04-19 19:25:00 UTC,Found along wetland trail. Flushed mom. Only saw this 1 baby.,"Warsaw, IL 62379, USA",40.35910759,-91.41897131,17,Hancock,Illinois
4,18,2020,2020-04-18 14:29:00 UTC,,"Gander Mountain FP, Lake County, IL, USA",42.48854611,-88.18238338,5,Lake,Illinois
4,23,2020,2020-04-23 11:42:00 UTC,,"Cook County, US-IL, US",41.8336163,-87.67129986,8,Cook,Illinois
4,23,2020,2020-04-23 19:28:10 UTC,Below the peregrine roost -- maybe a woodcock?,"Loyola University, Chicago, IL, US",41.998405,-87.65647167,25,Cook,Illinois
4,26,2020,2020-04-27 01:11:37 UTC,,"S Lowden Rd, Franklin Grove, IL, US",41.891794,-89.34454867,5,Ogle,Illinois
4,28,2020,2020-04-28 12:55:06 UTC,Woodcock nest,"Prairie Bluff Preserve, Crest Hill, IL, US",41.59055814,-88.10886163,25,Will,Illinois
5,1,2020,2020-05-01 18:38:47 UTC,,"South Deering, Chicago, IL, USA",41.71572241,-87.57671347,1,Cook,Illinois
5,1,2020,2020-05-02 05:26:04 UTC,Perhaps injured? Sitting still by curb.,"Mary Bartelme Park, Chicago, IL, US",41.88044667,-87.64971167,65,Cook,Illinois
5,4,2020,2020-05-04 20:21:24 UTC,"Nest with e
Three eggs, scared off adult bird by accident. ","Franklin Grove, IL, US",41.89043074,-89.34512335,1272,Ogle,Illinois
4,9,2020,2020-04-09 15:47:00 UTC,2 woodcocks flew off the ground from cover as we unexpectedly flanked them. ,Kankakee Sands Preserve - Route 113 Access,41.26213201,-88.17330066,263,Will,Illinois
5,22,2020,2020-05-22 14:13:29 UTC,I didn’t see her til I was five feet away - I froze! She didn’t move at all. She must be sitting on chicks,"Waukegan Rd, Northbrook, IL, US",42.14181383,-87.83297833,10,Cook,Illinois
5,23,2020,2020-05-23 08:51:22 UTC,On the trail by Mile marker 4 at Argonne,"Lemont, IL 60439, USA",41.696925,-87.98756944,,DuPage,Illinois
7,15,2016,2016-07-15 18:48:56 UTC,,Forest Park,41.87658333,-87.82733,,Cook,Illinois
5,25,2020,2020-05-25 17:29:00 UTC,,"Lake County, IL, USA",42.41970776,-87.80526951,61,Lake,Illinois
6,20,2020,2020-06-20 14:22:39 UTC,"Juvenile, one of five, reunited with his mother and siblings.","Powis Rd, Bartlett, IL, US",41.96885616,-88.24027534,357,DuPage,Illinois
6,24,2020,2020-06-24 20:13:17 UTC,,"Avers Ave, Skokie, IL, US",42.03672476,-87.72479821,65,Cook,Illinois
5,6,2020,2020-05-06 11:40:53 UTC,,"Burlington Prairie Forest Preserve, Burlington, IL, USA",42.06019366,-88.57932843,127,Kane,Illinois
7,9,2020,2020-07-09 13:31:00 UTC,,"Timberlane, IL, USA",42.33523861,-88.87436428,15,Boone,Illinois
3,12,2017,2017-03-12 18:02:52 UTC,,"Wheaton, IL 60187, USA",41.88245792,-88.10955897,131,DuPage,Illinois
6,1,2008,2008-06-01 12:51:00 UTC,,"Lake County, IL, USA",42.35156667,-88.18296944,,Lake,Illinois
6,1,2008,2008-06-01 18:06:00 UTC,,"Lake County, IL, USA",42.35156667,-88.18296944,,Lake,Illinois
6,1,2008,2008-06-01 18:05:00 UTC,,"Lake County, IL, USA",42.35156667,-88.18296944,,Lake,Illinois
7,28,2020,2020-07-28 18:21:07 UTC,,"Springbrook Prairie Forest Preserve, Naperville, IL, US",41.73942488,-88.16677978,1937,DuPage,Illinois
8,11,2020,2020-08-11 10:44:16 UTC,,"Lexington Dr, Lake Forest, IL, US",42.25052,-87.88007167,45,Lake,Illinois
5,14,2018,2018-05-15 05:36:31 UTC,,"Compass Rd, Glenview, IL, US",42.09906086,-87.8196363,228,Cook,Illinois
5,10,2014,2014-05-10 05:00:00 UTC,,"Winnebago County, IL, USA",42.35285459,-89.33062564,31,Winnebago,Illinois
4,20,2016,,One observed moving through thick brush along Dune Ridge Trail.,Indiana Dunes National Lakeshoe,41.675764,-87.008598,29,Porter,Indiana
4,7,2017,2017-04-07 16:49:36 UTC,"This beautiful bird must have hit the windows at my work place and died. I was able to move its body to an undisturbed spot near a small pond, and have been able to observe the tracks of the scavengers (like raccoons) that have visited it in the night.","Indiana, US",41.089826,-85.00837195,278,Allen,Indiana
4,16,2018,2018-04-16 20:38:54 UTC,,"I-90 W, Hammond, IN, US",41.61119002,-87.44272297,36,Lake,Indiana
5,23,2018,2018-05-23 17:23:41 UTC,My best guess. Looks like it's been there a while.,"6519 W 5th Ave, Gary, IN 46406, USA",41.60171504,-87.41751015,1032,Lake,Indiana
2,25,2019,2019-02-25 19:55:40 UTC,Sadly deceased,"Soldiers and Sailors Monument, Indianapolis, IN, US",39.768805,-86.15882217,10,Marion,Indiana
4,8,2019,2019-04-08 11:44:59 UTC,Apparent remains from a Peregrine Falcon meal.,"500 S Capitol Ave, Indianapolis, IN 46225, USA",39.76040971,-86.16388053,66,Marion,Indiana
4,17,2019,2019-04-17 14:29:35 UTC,,"West Park Dr, Carmel, IN, US",39.95765,-86.21102167,5,Hamilton,Indiana
4,30,2019,2019-04-30 11:15:50 UTC,Dead.  Picture not where found. Location and time on post is around where and when it was found.,"251 N Illinois St, Indianapolis, IN, US",39.77113574,-86.1589581,24,Marion,Indiana
5,3,2019,2019-05-03 22:53:14 UTC,,"West Park Dr, Carmel, IN, US",39.95748676,-86.21097587,42,Hamilton,Indiana
5,4,2019,2019-05-04 17:26:10 UTC,,"46032, Carmel, IN, US",39.95230739,-86.21354833,5,Hamilton,Indiana
5,1,2019,2019-05-01 11:22:02 UTC,,"420 University Blvd, Indianapolis, IN 46202, USA",39.77353698,-86.17575835,44,Marion,Indiana
4,10,2019,2019-04-10 17:38:12 UTC,,"Jefferson Proving Grounds, Madison, IN, US",38.83339313,-85.41047203,86104,Jefferson,Indiana
10,18,2019,2019-10-18 12:48:01 UTC,Deceased ,"W Washington St, Indianapolis, IN, US",39.76836333,-86.16358883,28,Marion,Indiana
11,9,2019,2019-11-09 21:56:22 UTC,,"Fireside Ct, Fort Wayne, IN, US",41.06116244,-85.26753901,385,Allen,Indiana
11,14,2019,2019-11-14 12:00:26 UTC,Reported to have been seen on Nov. 14. Transferred to rehab Nov. 20. Injured eye and wing.,"N Illinois St, Indianapolis, IN, US",39.77066102,-86.16065777,40,Marion,Indiana
10,18,2019,2019-10-18 18:30:00 UTC,,"Porter County, IN, USA",41.54137178,-87.08826333,179,Porter,Indiana
3,28,2020,,,"Warrick County, IN, USA",38.08848753,-87.45734993,831,Warrick,Indiana
3,10,2019,2019-03-10 15:04:59 UTC,,"S Capitol Ave, Indianapolis, IN, US",39.76674386,-86.16151647,225,Marion,Indiana
4,21,2020,2020-04-21 19:50:27 UTC,,"Potato Creek State Park, North Liberty, IN, US",41.54098665,-86.36925528,6,Saint Joseph,Indiana
5,3,2020,2020-05-03 15:03:01 UTC,,"One Indiana Square, Indianapolis, IN 46204, USA",39.77017629,-86.15599083,6,Marion,Indiana
3,26,2020,2020-03-26 18:38:34 UTC,American Woodcock nest site.,"Eckerty, IN 47116, USA",38.39881471,-86.65010434,17,Orange,Indiana
5,20,2020,2020-05-21 00:56:00 UTC,"window strike - too bad - it hit the double tree hotel, probably while migrating at night - windows are deadly!!","South Bend, IN, USA",41.6763545,-86.2519898,3305,Saint Joseph,Indiana
5,19,2007,2007-05-19 15:21:00 UTC,Found dead on the road in Willow Slough FWA.,"Willow Slough, Newton Co, IN",40.99779715,-87.51633759,31,Newton,Indiana
8,26,2020,2020-08-26 21:19:39 UTC,,"Hennessey Dr, Plainfield, IN, US",39.70117383,-86.4261485,32,Hendricks,Indiana
9,13,2020,2020-09-13 12:21:11 UTC,,"Skyhawk Ct, Fishers, IN, US",39.95861938,-85.9321407,65,Hamilton,Indiana
3,19,2017,2017-03-19 09:52:00 UTC,,"Louisa County, IA, USA",41.39953341,-91.40715001,31,Louisa,Iowa
5,23,2019,2019-05-23 17:01:06 UTC,"Flushed a woodcock. Couldn't get a picture of the adult but this is the nest she was sitting on. Hard to tell from the pic, but there are the remains of a fourth egg also in the nest. ","Oxford, IA, USA",41.76102066,-91.72950745,,Johnson,Iowa
3,8,2020,2020-03-08 21:53:00 UTC,"It was after dark, but full moon, so I didn't see anything.  However, I heard multiple rounds of ""peenting""on the ground and the twittery sky noises, sometimes a few at once in a few different places/directions, mostly toward the fields to the south and east of the windrow where I've marked this observation, for probably an hour.  I thought the ""peents"" might be some kind of toad until I finally recognized the twittering noises (someone showed me a sky dance 10 years ago) and realized that they and the ""peents"" belonged to the same animals, to woodcocks.","Boone County, IA, USA",41.976002,-93.890003,,Boone,Iowa
3,23,2020,2020-03-24 06:15:00 UTC,"Song and flight display, recorded shortly after dusk over an open oak woodland adjacent to tallgrass prairie.","Story County, IA, USA",41.9623348,-93.39857849,61,Story,Iowa
8,27,2020,2020-08-27 10:36:19 UTC,,"W Husky Dr, Winterset, IA, US",41.32488512,-94.02187923,4,Madison,Iowa
11,20,2019,2019-11-20 20:29:00 UTC,Is this a woodcock?? It looks like one but ebird says it is rare and I have never seen one before or heard of them really being in this area.,"Wellington Lake, W 30th St S, Wellington, KS, USA",37.24371355,-97.51131262,15,Sumner,Kansas
3,20,2009,,,Central Kentucky WMA,37.626197,-84.194155,210,Madison,Kentucky
4,5,2015,,,,38.076246,-85.089991,52,Shelby,Kentucky
3,29,2010,,,Cave run dam spillway,38.116542,-83.534417,474,Bath,Kentucky
3,29,2019,2019-03-29 13:57:00 UTC,,"Louisville, KY, USA",38.20583611,-85.84569444,5,Jefferson,Kentucky
4,14,2019,2019-04-14 19:59:34 UTC,"Walking in the woods at the farm.  Walked right upon it before noticing it because it blended right in with the dead leaves
","Kentucky, US",38.74980897,-85.2151978,132,Trimble,Kentucky
4,17,2019,2019-04-17 15:16:09 UTC,Not positive on id,"2047 Big Hill Rd, Berea, KY 40403, USA",37.55156708,-84.2384491,,Madison,Kentucky
4,21,2019,2019-04-21 18:16:35 UTC,,"Daniel Boone National Forest, Beattyville, KY, US",37.64703333,-83.71877167,30,Lee,Kentucky
3,15,2020,2020-03-15 20:05:45 UTC,,"Brad Petrey Rd, Waynesburg, KY, US",37.38163742,-84.56989264,384,Lincoln,Kentucky
3,4,2019,2019-03-05 02:53:00 UTC,,"1 Hancock Taylor Ln, Richmond, KY 40475, USA",37.714905,-84.295409,52,Madison,Kentucky
6,29,2020,2020-06-29 20:36:22 UTC,,"Dreyfus Rd, Berea, KY, US",37.61775253,-84.20190933,4,Madison,Kentucky
7,20,2020,2020-07-20 14:26:00 UTC,,"Bath County, KY, USA",38.06988674,-83.49447558,205,Bath,Kentucky
11,29,2013,,,"Zoosiana grounds, Broussard, Louisiana",30.117826,-91.939055,57,,Louisiana
11,19,2016,2016-11-19 14:00:00 UTC,"caught in mist net, banded, and released.","Calcasieu Parish, LA, USA",30.29518369,-93.25721025,31,,Louisiana
11,20,2016,2016-11-20 16:28:00 UTC,,"Washington Parish, LA, USA",30.78388448,-90.14739275,57,,Louisiana
1,13,2017,2017-01-13 16:18:23 UTC,Found dead under a window at the LSU Middleton Library ,"Louisiana State University, Baton Rouge, LA, US",30.41557167,-91.18028833,,,Louisiana
11,20,2017,2017-11-20 20:43:14 UTC,,"Louisiana, US",30.32853429,-91.97791065,,,Louisiana
12,9,2017,2017-12-09 14:03:56 UTC,"bird at end of white vinyl. Phone photo, I realize may not be visible. Keeping for my records. I saw 4 this morning while mowing.","13302 Mailbox Rd, Vivian, LA 71082, USA",32.83785342,-93.91497053,9,,Louisiana
12,15,2017,2017-12-15 19:01:00 UTC,,"Jefferson Davis Parish, LA, USA",30.12835145,-92.90425301,290,,Louisiana
4,28,2018,2018-04-28 14:36:15 UTC,Flushed three times,"Kisatchie National Forest, Pitkin, LA, US",30.98564103,-93.13686335,6,,Louisiana
10,21,2018,2018-10-21 13:51:50 UTC,Struck inner window area at entrance. Will enter morning data into sheet,"Louisiana State University, Baton Rouge, LA, US",30.41416596,-91.17983667,59,,Louisiana
1,31,2016,2016-01-31 20:04:00 UTC,,"Catahoula, Louisiana, United States",31.86525333,-91.756215,,,Louisiana
1,8,2019,2019-01-08 21:51:12 UTC,,"Claiborne County, US-LA, US",32.66695153,-92.88657716,4203,,Louisiana
12,4,2008,2008-12-05 01:36:00 UTC,,"Madison Parish, LA, USA",32.33641799,-91.37741777,7475,,Louisiana
11,9,2019,2019-11-09 11:41:42 UTC,,"Natchez St, New Orleans, LA, US",29.94974035,-90.06871,19,,Louisiana
11,11,2019,2019-11-11 19:31:43 UTC,"Skyscraper sample, Amoco building 1010 Common","S. Rampart at Gravier, New Orleans, LA 70112, USA",29.95350838,-90.07410431,,,Louisiana
11,16,2019,2019-11-16 14:53:00 UTC,Dead on sidewalk near the tiger enclosure ,"Baton Rouge, LA 70802, USA",30.41334072,-91.1846365,18,,Louisiana
12,9,2019,2019-12-09 19:06:03 UTC,I got lucky and saw this in my driveway! Flew away before I could get anything better. Forst time seeing one.,"Jean Baptiste Dr, Lafayette, LA, US",30.15011168,-92.06392096,19,,Louisiana
12,15,2019,2019-12-15 16:06:03 UTC,,"Bourque Rd, Iowa, LA, US",30.21622833,-92.95853333,8,,Louisiana
12,30,2019,2019-12-30 10:00:28 UTC,Died from window strike. ,"Southcity Pkwy, Lafayette, LA, US",30.16434167,-92.07955833,19,,Louisiana
2,7,2020,,,LSU UREC,30.410315,-91.169034,,,Louisiana
2,28,2020,,,LSU UREC ,30.410315,-91.169034,,,Louisiana
6,12,2020,2020-06-12 20:37:59 UTC,"Found roadkilled. Incredibly late date. Michael O'Brien suggested it was a juvenile by tertial pattern, suggesting it hatched locally!","Mid City South, Baton Rouge, LA, USA",30.43194444,-91.15944444,,,Louisiana
10,4,2020,2020-10-04 15:45:28 UTC,,"Baton Rouge, LA 70817, USA",30.34735045,-90.91432512,11,,Louisiana
5,14,2014,2014-05-14 21:25:14 UTC,"This beautiful once-was-a-bird caught my eye on my commute. Long bill (2-3 in), intricate brown patterning, body near 9 in long. ","Cumberland County, US-ME, US",43.644815,-70.25738,76,Cumberland,Maine
9,30,2015,2015-09-30 13:58:42 UTC,,"Presumpscot Elementary School, Portland, ME, US",43.68405,-70.259279,65,Cumberland,Maine
3,4,2016,,,"Searsmont, Maine",44.335337,-69.177684,23,Waldo,Maine
3,24,2016,2016-03-24 12:39:55 UTC,,"444 Norway Dr, Bar Harbor, ME, US",44.40491289,-68.30179319,19,Hancock,Maine
8,3,2016,2016-08-03 11:11:20 UTC,,"63 Gray Rd, Falmouth, ME, US",43.73298833,-70.29318833,,Cumberland,Maine
10,12,2016,2016-10-13 02:16:07 UTC,,"Petit Manan National Wildlife Refuge, Steuben, ME, US",44.41269167,-67.90612833,,Washington,Maine
3,5,2017,2017-03-05 18:04:00 UTC,,"Brunswick, ME, USA",43.894967,-69.972742,9,Cumberland,Maine
4,6,2017,2017-04-06 20:54:00 UTC,,"Searsmont, ME 04973, USA",44.33456199,-69.17738914,31,Waldo,Maine
4,15,2017,2017-04-15 20:44:00 UTC,,"Searsmont, ME 04973, USA",44.33502243,-69.17678833,122,Waldo,Maine
11,19,2017,,,phipsberg maine,43.755241,-69.84513,219,Sagadahoc,Maine
3,27,2018,2018-03-27 12:58:29 UTC,Apparently killed by cat,"198 Pitcher Rd, Waldoboro, ME 04572, USA",44.03115573,-69.32386965,9,Lincoln,Maine
5,17,2018,2018-05-18 00:21:35 UTC,,"Moosehorn National Wildlife Refuge, Whiting, ME, US",44.84158,-67.18992,5,Washington,Maine
5,20,2018,2018-05-20 03:49:16 UTC,,"Moosehorn National Wildlife Refuge, Whiting, ME, US",44.84860207,-67.20172664,196,Washington,Maine
7,25,2018,2018-07-25 08:38:00 UTC,,"Hancock County, US-ME, US",44.44603874,-68.31286825,8,Hancock,Maine
11,19,2017,,,"Tottman Cove, Phippsburg",43.7551398,-69.8443472,,Sagadahoc,Maine
11,19,2017,,,"Tottman Cove, Phippsburg",43.7551398,-69.8443472,,Sagadahoc,Maine
3,24,2019,,,"Scarborough, Maine",43.580182,-70.337351,37,Cumberland,Maine
3,30,2019,2019-03-30 22:17:39 UTC,,"Gulf of Maine, , ME, US",43.78601903,-68.82483674,42331,Knox,Maine
4,12,2019,2019-04-12 15:34:09 UTC,,"1–49 Sellers Rock Run, Deer Isle, ME, US",44.17983833,-68.7137,12,Hancock,Maine
4,14,2019,2019-04-15 02:09:06 UTC,Seen on side of East Thorndike Road during Big Night Amphibian Survey.  Did not flush.,"99 E Thorndike Rd, Thorndike, ME 04986, USA",44.58684238,-69.26006019,17,Waldo,Maine
3,17,2018,2018-03-17 19:08:00 UTC,,"Knox County, US-ME, US",44.20808088,-69.06807905,31,Knox,Maine
3,9,2018,2018-03-09 16:57:00 UTC,,"Searsmont, ME 04973, USA",44.33530336,-69.17784984,31,Waldo,Maine
10,12,2019,2019-10-12 22:26:00 UTC,Excuse the blurriness - couldn't figure out my settings in time!,"Aroostook County, ME, USA",46.82617906,-68.57485777,1953,Aroostook,Maine
6,9,2019,2019-06-09 18:48:20 UTC,🙁,"Jones Rd, Palermo, ME, US",44.37156667,-69.46791167,,Waldo,Maine
5,30,2019,2019-05-31 03:12:32 UTC,Field camera,"Curtis Rd, Swanville, ME, US",44.49375672,-68.99290597,39,Waldo,Maine
11,26,2019,2019-11-26 12:23:00 UTC,,"Damariscotta, ME, USA",44.05046665,-69.51571941,4,Lincoln,Maine
6,7,2014,,,"Worcester Way, Lincoln, ME, US",45.30582606,-68.45990729,10,Penobscot,Maine
4,6,2020,2020-04-07 01:22:36 UTC,Night,"Dedham, ME, USA",44.66903298,-68.55702745,7,Hancock,Maine
4,7,2020,2020-04-07 19:53:10 UTC,,"Southwest Harbor, ME 04679, USA",44.23143926,-68.32424283,1055,Hancock,Maine
4,8,2020,2020-04-08 20:17:21 UTC,,"Penobscot County, US-ME, US",44.9776624,-68.51254738,3,Penobscot,Maine
5,13,2020,2020-05-13 17:03:29 UTC,"Mama and three littles, digging worms. !","Cumberland County, US-ME, US",43.75502713,-70.36757633,24,Cumberland,Maine
5,23,2020,2020-05-23 20:31:00 UTC,,"Vinalhaven, ME, USA",44.10914628,-68.83162424,4,Knox,Maine
7,2,2020,2020-07-02 13:52:33 UTC,"Lily guest trail
","Islesboro Island, Islesboro, ME, US",44.27967158,-68.91001362,1776,Waldo,Maine
7,22,2020,2020-07-22 23:30:48 UTC,,"Mount Desert Island, Bass Harbor, ME, US",44.23283651,-68.33917025,208,Hancock,Maine
8,16,2020,2020-08-16 22:31:05 UTC,,"Ruth Ln, Searsport, ME, US",44.55208042,-68.937315,25,Waldo,Maine
9,16,2020,2020-09-16 16:45:01 UTC,"Flushed an American woodcock for sure, much too fast for a photo sadly. Long beak and adorable round body.","Stockton Springs, ME, US",44.51732454,-68.90499523,10,Waldo,Maine
9,19,2020,2020-09-19 18:00:55 UTC,,"Appleton Rd, Union, ME, US",44.24163333,-69.281495,16572,Knox,Maine
9,20,2020,2020-09-20 14:58:59 UTC,,Skowhegan,44.76003851,-69.63283481,65,Somerset,Maine
9,27,2020,2020-09-27 11:03:34 UTC,First seen ~9/25/2020 in the yard and under the conifers ,"Fox Ln, Blue Hill, ME, US",44.42018118,-68.47732798,10,Hancock,Maine
10,9,2020,2020-10-09 15:52:10 UTC,,"Beaver Pond Rd, Kennebunkport, ME, US",43.40688333,-70.41375833,10,York,Maine
3,7,2014,2014-03-07 11:00:00 UTC,"At least three woodcock were peenting near the wet woods along the Choptank River near Greensboro.  They were each displaying with long looping flights as they twittered and whistled.  I saw two fly past me this morning, getting a good look at their long bill in silhouette as they passed close by.  These birds have been displaying for at least the past week.  No photos. ","Pelot Sanctuary near Greensboro, MD, USA",38.99459327,-75.78168589,,Caroline,Maryland
